method,seed,episode,reward,avg_latency_s,energy_seu,deadline_miss_rate,completed_tasks,total_tasks,rejected_tasks,completion_ratio,decision_ms,offload_msgs_per_step,cloud_msgs_per_step
Greedy,0,0,29.407708151474264,0.5048414023372287,33456.28446045314,0.000667779632721202,2995,2994,0,1.0003340013360054,0.0010750978981377557,0.0022222222222222222,0.0
Greedy,0,1,31.05325368988998,0.499001996007984,33451.61380357941,0.0006653359946773121,3006,3008,0,0.9993351063829787,0.0010754776675538677,0.0019444444444444444,0.0
Greedy,0,2,30.72136850531186,0.5391042780748663,33475.11836691328,0.001002673796791444,2992,2994,0,0.9993319973279893,0.0010719940425284828,0.0033333333333333335,0.0
Greedy,0,3,31.224561656597476,0.5158781594296824,33483.41710978644,0.0006480881399870382,3086,3087,0,0.9996760609005507,0.0010759015373575191,0.0025,0.0
Greedy,0,4,28.995671679102003,0.5224347826086957,33446.99047990056,0.0,2875,2875,0,1.0,0.0010730449559762038,0.0008333333333333334,0.0
Greedy,0,5,30.28045768613458,0.5196013289036545,33467.52203753154,0.0003322259136212625,3010,3009,0,1.0003323363243604,0.0010748094824116884,0.001388888888888889,0.0
Greedy,0,6,28.668153670131723,0.4919127988748242,33426.568145668265,0.00035161744022503517,2844,2844,0,1.0,0.0010773306647833024,0.0016666666666666668,0.0
Greedy,0,7,29.53562906813465,0.5061855670103093,33454.21996215425,0.0,2910,2909,0,1.0003437607425232,0.0010732427262054342,0.0016666666666666668,0.0
Greedy,0,8,31.009811306784254,0.501325381047051,33455.99327231143,0.0009940357852882703,3018,3017,0,1.0003314550878355,0.0010762841282283058,0.002777777777777778,0.0
Greedy,0,9,30.601060665922475,0.49836280288146695,33468.878944308264,0.0013097576948264572,3054,3053,0,1.0003275466754011,0.0010723513098330132,0.001388888888888889,0.0
Greedy,1,0,30.428307611326666,0.5289283366206443,33486.439928839,0.0009861932938856016,3042,3042,0,1.0,0.0010716273180959332,0.002777777777777778,0.0
Greedy,1,1,30.0683293667686,0.5109634551495017,33459.92288248299,0.0003322259136212625,3010,3010,0,1.0,0.0010737123472305636,0.0011111111111111111,0.0
Greedy,1,2,29.613892377460687,0.4915994623655914,33441.236390919206,0.0013440860215053765,2976,2974,0,1.0006724949562877,0.001076174767351606,0.0030555555555555557,0.0
Greedy,1,3,29.123717621258038,0.47373771602846493,33434.272101780916,0.0,2951,2949,0,1.0006781959986437,0.001072233864558964,0.0016666666666666668,0.0002777777777777778
Greedy,1,4,30.45486765682085,0.5099075297225891,33467.735042395594,0.00033025099075297226,3028,3027,0,1.0003303600925009,0.0010768523012908797,0.0033333333333333335,0.0002777777777777778
Greedy,1,5,30.301887754556613,0.5028494803888702,33456.99279275824,0.0010056989607777405,2983,2980,0,1.001006711409396,0.0010710343728230023,0.0008333333333333334,0.0
Greedy,1,6,30.947860295894262,0.5353866317169069,33484.60614017351,0.000655307994757536,3052,3051,0,1.0003277613897084,0.0010756937925988394,0.0025,0.0
Greedy,1,7,31.115618887492932,0.5209698558322412,33468.53643134015,0.00163826998689384,3052,3051,0,1.0003277613897084,0.001071800067115368,0.0011111111111111111,0.0
Greedy,1,8,30.354221353934246,0.49375410913872453,33458.67782728444,0.0009861932938856016,3042,3040,0,1.000657894736842,0.001071439684084099,0.0019444444444444444,0.0002777777777777778
Greedy,1,9,30.928179571010098,0.5104780615586116,33474.91961256087,0.0,3054,3055,0,0.9996726677577742,0.0010734089915381952,0.0016666666666666668,0.0
Greedy,2,0,29.440753489447292,0.4904201680672269,33447.29049414181,0.0013445378151260505,2975,2975,0,1.0,0.0010757259879028422,0.002777777777777778,0.0
Greedy,2,1,29.44211909114381,0.490846286701209,33440.810021726014,0.0,2895,2895,0,1.0,0.001071616025809716,0.0022222222222222222,0.0
Greedy,2,2,30.29498629635166,0.49489627922291735,33458.317688625735,0.0009878169245966415,3037,3036,0,1.0003293807641633,0.0010751990355654722,0.0033333333333333335,0.0
Greedy,2,3,31.199392144932375,0.49463065408395707,33456.493030877464,0.0013016596160104132,3073,3073,0,1.0,0.001076376432643479,0.0019444444444444444,0.0
Greedy,2,4,30.305626500456974,0.47179827471798275,33442.67339387739,0.0016589250165892503,3014,3014,0,1.0,0.001080953965558567,0.0019444444444444444,0.0
Greedy,2,5,31.40190846498246,0.4887676508344031,33469.6191450759,0.0006418485237483953,3116,3115,0,1.0003210272873195,0.0010830427523210854,0.0016666666666666668,0.0
Greedy,2,6,30.86667662644696,0.5045161290322581,33475.89639476432,0.0006451612903225806,3100,3099,0,1.000322684737012,0.001075242414824768,0.0016666666666666668,0.0
Greedy,2,7,29.24883423173086,0.5162171389552749,33447.86190764851,0.0003414134516899966,2929,2929,0,1.0,0.001077086000198809,0.0016666666666666668,0.0
Greedy,2,8,30.111207507446174,0.489851150202977,33442.73983035476,0.0,2956,2957,0,0.9996618194115657,0.0010745511713644697,0.0019444444444444444,0.0
Greedy,2,9,31.448404840233177,0.49291237113402064,33468.30264177132,0.00032216494845360824,3104,3104,0,1.0,0.0010816022081093655,0.0033333333333333335,0.0
Greedy,3,0,31.003626385184074,0.4970453053184504,33471.78679841258,0.00032829940906106366,3046,3045,0,1.000328407224959,0.0010829332265226792,0.0019444444444444444,0.0
Greedy,3,1,30.123189492575293,0.5507487520798668,33484.430552453065,0.0006655574043261231,3005,3005,0,1.0,0.0010790340198178051,0.002777777777777778,0.0
Greedy,3,2,30.16729000216606,0.5226811103588355,33453.80528007139,0.001015572105619499,2954,2954,0,1.0,0.0010767964478064743,0.0025,0.0
Greedy,3,3,28.615797498161236,0.5100942126514132,33452.42025262089,0.0006729475100942127,2972,2972,0,1.0,0.001077770181129583,0.0033333333333333335,0.0002777777777777778
Greedy,3,4,30.76246186309269,0.5213364207740655,33473.05288709581,0.0003307972213033411,3023,3023,0,1.0,0.0010764426567928037,0.0033333333333333335,0.0
Greedy,3,5,29.658696009709196,0.5169179229480737,33467.28366599459,0.001340033500837521,2985,2984,0,1.0003351206434317,0.0010741233369723582,0.0030555555555555557,0.0
Greedy,3,6,29.852103634370703,0.4954743546765002,33443.41342199575,0.0010056989607777405,2983,2983,0,1.0,0.001076285402329328,0.0005555555555555556,0.0
Greedy,3,7,31.135873049313286,0.5394865128371791,33488.15527889847,0.00032499187520311994,3077,3078,0,0.9996751137102015,0.0010763281493887512,0.0025,0.0
Greedy,3,8,29.923248551281553,0.5121703853955375,33453.372284719575,0.000676132521974307,2958,2957,0,1.0003381805884342,0.0010754669056041166,0.001388888888888889,0.0
Greedy,3,9,29.98540210333899,0.5062903774226454,33454.30750819203,0.0010200612036722204,2941,2940,0,1.0003401360544217,0.0010794345014599257,0.0033333333333333335,0.0
Greedy,4,0,31.689464832443193,0.5196492367651835,33483.85414592485,0.0006495615459564793,3079,3079,0,1.0,0.00108179539125154,0.0019444444444444444,0.0
Greedy,4,1,30.30235098535554,0.4968595041322314,33449.19514233445,0.0006611570247933885,3025,3026,0,0.9996695307336417,0.001079672920039027,0.0030555555555555557,0.0
Greedy,4,2,29.736415748050153,0.4920311970159376,33449.24528028154,0.001017293997965412,2949,2949,0,1.0,0.0010805426508239987,0.0019444444444444444,0.0
Greedy,4,3,30.488109286385576,0.5018376211159372,33456.43878709541,0.0,2993,2991,0,1.000668672684721,0.0010805181987557765,0.0025,0.0
Greedy,4,4,30.02714405862288,0.4959486833220797,33450.27393912274,0.0,2962,2960,0,1.0006756756756756,0.001084020102603568,0.0022222222222222222,0.0
Greedy,4,5,30.315221499409862,0.4988475469213039,33460.78162869387,0.00032927230819888045,3037,3036,0,1.0003293807641633,0.0010876177257159727,0.0011111111111111111,0.0
Greedy,4,6,30.178234357120758,0.4897340962638842,33449.56033515165,0.0010097610232245036,2971,2969,0,1.0006736274840013,0.0010936405548515418,0.0022222222222222222,0.0
Greedy,4,7,29.529609169558938,0.5075239398084815,33451.414407299424,0.0,2924,2922,0,1.000684462696783,0.001089769627368595,0.002777777777777778,0.0
Greedy,4,8,29.1250827144388,0.472646958885491,33434.95306532608,0.0003397893306150187,2943,2944,0,0.9996603260869565,0.0011302762237998347,0.0022222222222222222,0.0
Greedy,4,9,30.62793164075187,0.5048732943469786,33472.58029438193,0.0016244314489928524,3078,3075,0,1.0009756097560976,0.0010785166006017889,0.0022222222222222222,0.0
Greedy,5,0,30.89798689208299,0.5120928732666882,33480.81243675997,0.0,3101,3101,0,1.0,0.00108811842801515,0.0019444444444444444,0.0
Greedy,5,1,29.755122085910273,0.48062792251169006,33452.62134939803,0.00033400133600534405,2994,2995,0,0.9996661101836394,0.0010917209567398662,0.0011111111111111111,0.0
Greedy,5,2,29.053373577452252,0.5016949152542373,33461.85309052582,0.0013559322033898306,2950,2950,0,1.0,0.0010880088375415653,0.002777777777777778,0.0
Greedy,5,3,29.72005867101127,0.500659195781147,33454.91852163703,0.0006591957811470006,3034,3033,0,1.0003297065611605,0.0010900342183756745,0.0019444444444444444,0.0
Greedy,5,4,30.139285572069067,0.513843111404087,33470.755846770284,0.0006591957811470006,3034,3034,0,1.0,0.0010882033562261818,0.0019444444444444444,0.0
Greedy,5,5,29.66666364408268,0.5283711615487316,33475.370227918625,0.0,2996,2994,0,1.0006680026720107,0.0010878536348981368,0.0033333333333333335,0.0
Greedy,5,6,28.874803120949526,0.4917184265010352,33433.2057177122,0.0006901311249137336,2898,2898,0,1.0,0.0010890408787721146,0.0025,0.0
Greedy,5,7,30.736470420998963,0.5488524590163935,33497.39014860822,0.0009836065573770492,3050,3050,0,1.0,0.0010881287760437569,0.0019444444444444444,0.0002777777777777778
Greedy,5,8,28.38780046097553,0.49517574086836663,33437.99472187526,0.00034458993797381116,2902,2904,0,0.9993112947658402,0.0010886247457367263,0.0038888888888888888,0.0
Greedy,5,9,30.33255001602444,0.49136526555881394,33468.97085248673,0.0009775171065493646,3069,3069,0,1.0,0.001086283840575359,0.001388888888888889,0.0002777777777777778
Greedy,6,0,30.312151583237,0.516617308325107,33468.5427637148,0.0003290556103981573,3039,3039,0,1.0,0.0010762960656494317,0.0033333333333333335,0.0
Greedy,6,1,28.92826013885526,0.5044520547945206,33444.51409891929,0.0006849315068493151,2920,2920,0,1.0,0.0010711626899946067,0.0019444444444444444,0.0
Greedy,6,2,29.78828247343893,0.49569707401032703,33434.089028679824,0.00034423407917383823,2905,2904,0,1.0003443526170799,0.0010734693609669597,0.0011111111111111111,0.0
Greedy,6,3,29.18787621867252,0.47289784572619875,33426.01328813278,0.001389854065323141,2878,2877,0,1.0003475842891902,0.0010756398712854006,0.0022222222222222222,0.0
Greedy,6,4,29.128984971226984,0.4986062717770035,33438.35335907318,0.0,2870,2869,0,1.0003485535029628,0.0010754660583592744,0.0016666666666666668,0.0
Greedy,6,5,29.710686521097912,0.4968698517298188,33461.11270373924,0.00032948929159802305,3035,3035,0,1.0,0.0010714882017863502,0.0022222222222222222,0.0
Greedy,6,6,30.61191038447256,0.4946949602122016,33451.32260406261,0.0,3016,3014,0,1.0006635700066357,0.0010699876519437465,0.0019444444444444444,0.0
Greedy,6,7,30.31386028127134,0.5267253044654939,33457.0923265937,0.0,2956,2955,0,1.0003384094754653,0.0010745669989975998,0.0022222222222222222,0.0
Greedy,6,8,30.381327449092296,0.5284799460734749,33462.5030354422,0.0016852039096730705,2967,2967,0,1.0,0.0010798236083549757,0.002777777777777778,0.0
Greedy,6,9,30.437588312801537,0.4682618810235959,33445.30440798502,0.0006646726487205051,3009,3008,0,1.0003324468085106,0.0010750943135159712,0.001388888888888889,0.0
Greedy,7,0,30.554325116716875,0.5001649620587265,33468.00167093843,0.0,3031,3030,0,1.0003300330033003,0.0010832450789166614,0.0033333333333333335,0.0
Greedy,7,1,29.693174607733674,0.5332878115397747,33464.560581922844,0.0006828269033799932,2929,2930,0,0.9996587030716724,0.0010784755221619788,0.003611111111111111,0.0
Greedy,7,2,31.310539553938828,0.4650641025641026,33451.99914751136,0.0009615384615384616,3120,3121,0,0.99967958987504,0.001081598117404307,0.0030555555555555557,0.0002777777777777778
Greedy,7,3,30.554609550260512,0.48879506333225076,33459.844444940776,0.0006495615459564793,3079,3079,0,1.0,0.0010790150764579368,0.0033333333333333335,0.0
Greedy,7,4,29.256353505528974,0.49225473321858865,33444.94094504603,0.00034423407917383823,2905,2905,0,1.0,0.001075701893164983,0.0016666666666666668,0.0
Greedy,7,5,31.464820237271432,0.48982886664514047,33464.68067267893,0.0009686793671294801,3097,3099,0,0.9993546305259762,0.0010759677291692546,0.0019444444444444444,0.0002777777777777778
Greedy,7,6,28.459199388612273,0.4973913043478261,33429.19115806005,0.00034782608695652176,2875,2875,0,1.0,0.0010779900169129379,0.0002777777777777778,0.0
Greedy,7,7,30.730710818883413,0.5146333442946399,33476.14773585902,0.0003288391976323578,3041,3041,0,1.0,0.001078880021749582,0.0022222222222222222,0.0
Greedy,7,8,29.493455527816238,0.5195813639432816,33462.22882037233,0.00033760972316002703,2962,2960,0,1.0006756756756756,0.0010766315180161551,0.003611111111111111,0.0
Greedy,7,9,30.630392305697644,0.4944661458333333,33463.44063343854,0.001953125,3072,3072,0,1.0,0.0010784371827159906,0.0025,0.0
Greedy,8,0,30.955675408503197,0.5402750491159135,33479.590244172425,0.0006548788474132286,3054,3052,0,1.0006553079947575,0.0010794504697615695,0.001388888888888889,0.0
Greedy,8,1,30.73863792065335,0.47197346600331674,33449.97286109146,0.0009950248756218905,3015,3016,0,0.9996684350132626,0.0010788066817137103,0.0030555555555555557,0.0
Greedy,8,2,29.369302736393905,0.5073005093378607,33452.14561070287,0.00033955857385398983,2945,2946,0,0.9996605566870332,0.001077179454215285,0.0008333333333333334,0.0
Greedy,8,3,30.198348741974545,0.503955174686882,33469.19982781907,0.0,3034,3032,0,1.0006596306068603,0.0010781242114414151,0.0019444444444444444,0.0002777777777777778
Greedy,8,4,30.436044102572914,0.5143233454066513,33476.982904840625,0.0006585446163977609,3037,3037,0,1.0,0.0010757318555584385,0.0019444444444444444,0.0
Greedy,8,5,31.88526214386741,0.5103109656301146,33467.115364021585,0.0003273322422258593,3055,3053,0,1.0006550933508025,0.001072760265540435,0.0016666666666666668,0.0
Greedy,8,6,30.9323032665863,0.4859625668449198,33446.542943708846,0.001002673796791444,2992,2993,0,0.9996658870698296,0.001078001026245248,0.0016666666666666668,0.0
Greedy,8,7,29.175112129721406,0.5189829327760362,33437.007981276045,0.0013932427725531174,2871,2871,0,1.0,0.001073902002341735,0.0019444444444444444,0.0
Greedy,8,8,31.646493583376465,0.535538814281035,33484.97993523104,0.0013101867016049786,3053,3053,0,1.0,0.001078490449193244,0.0022222222222222222,0.0
Greedy,8,9,30.080791431431777,0.5177049180327868,33469.6641671032,0.0003278688524590164,3050,3050,0,1.0,0.0010760084729150145,0.0019444444444444444,0.0
Greedy,9,0,29.934360291639518,0.5067842605156038,33446.9498392961,0.00033921302578018993,2948,2949,0,0.9996609020006781,0.001070843272221585,0.001388888888888889,0.0
Greedy,9,1,30.081588031742342,0.4913058302079782,33441.74861177527,0.0,2933,2934,0,0.9996591683708248,0.0010746551706688479,0.0025,0.0
Greedy,9,2,30.151091294570893,0.508789722785666,33456.511871980634,0.0003380662609871535,2958,2960,0,0.9993243243243243,0.0010777362848683777,0.0016666666666666668,0.0
Greedy,9,3,31.276196723792175,0.4784859268845034,33455.27366058068,0.0012940795858945326,3091,3090,0,1.0003236245954692,0.0011061444464657041,0.0030555555555555557,0.0
Greedy,9,4,30.473461893109583,0.5179335307666996,33468.50729786852,0.0006581112207963146,3039,3038,0,1.000329163923634,0.0010967099014022904,0.0022222222222222222,0.0
Greedy,9,5,29.40688894346716,0.48909451421017847,33456.350953087036,0.0009914077990746861,3026,3025,0,1.0003305785123966,0.001078467107921218,0.0033333333333333335,0.0
Greedy,9,6,30.80632386751492,0.48171334431630974,33448.972804821206,0.0006589785831960461,3035,3035,0,1.0,0.0010744404215883051,0.003611111111111111,0.0
Greedy,9,7,30.219766251564824,0.4963210702341137,33454.313159845995,0.0,2990,2989,0,1.0003345600535296,0.001074774704951172,0.0008333333333333334,0.0
Greedy,9,8,29.440382112684212,0.48272425249169437,33446.31114803809,0.0,3010,3009,0,1.0003323363243604,0.001077079307934683,0.0025,0.0
Greedy,9,9,29.47747280601107,0.5146218487394958,33460.73832122536,0.0003361344537815126,2975,2975,0,1.0,0.0010764578295897485,0.0025,0.0
Random,0,0,-2125.8624328314436,0.44800301431801054,33381.17163126536,0.0007535795026375283,2654,2994,341,0.8864395457581831,0.0016799921642005858,7.495833333333334,0.8302777777777778
Random,0,1,-2015.6086538923132,0.4387793077781913,33371.73814021943,0.0003721622627465575,2687,3008,319,0.8932845744680851,0.001675757306252813,7.461111111111111,0.8469444444444445
Random,0,2,-1916.0496501340149,0.47512991833704527,33389.645095533655,0.0011135857461024498,2694,2994,298,0.8997995991983968,0.0016760342712384753,7.493333333333333,0.8213888888888888
Random,0,3,-2036.3726122802711,0.4552023121387283,33398.02588769205,0.000361271676300578,2768,3087,319,0.8966634272756722,0.0016792506519575708,7.485,0.8430555555555556
Random,0,4,-1999.6682733172713,0.46463462289957014,33377.77167350572,0.0007815552950371239,2559,2875,316,0.8900869565217391,0.001673655951486176,7.538888888888889,0.8283333333333334
Random,0,5,-1997.503687280165,0.45640074211502785,33394.804580339725,0.00037105751391465676,2695,3009,315,0.8956463941508807,0.0016720019905025968,7.506388888888889,0.8361111111111111
Random,0,6,-2054.472597091238,0.4192139737991266,33342.45882182989,0.0003969829297340214,2519,2844,325,0.8857243319268636,0.0016726260493871651,7.473055555555556,0.8508333333333333
Random,0,7,-1988.1586014362965,0.44658696490551486,33370.3543655516,0.0007713073659853452,2593,2909,317,0.8913716053626676,0.0016714651137590408,7.495,0.8380555555555556
Random,0,8,-2075.591700918621,0.44659471529586897,33381.15825897352,0.0,2687,3017,331,0.8906198210142525,0.0016725821009862959,7.469166666666666,0.8613888888888889
Random,0,9,-2052.025128494591,0.4529476382277554,33392.2910779712,0.001830831197363603,2731,3053,323,0.8945299705207992,0.0016763047864919321,7.474722222222222,0.8391666666666666
Random,1,0,-2138.2019677603457,0.46088246199480903,33387.76072835916,0.0003707823507601038,2697,3042,345,0.8865877712031558,0.0016733150275993266,7.4591666666666665,0.8358333333333333
Random,1,1,-2066.2401271610834,0.4511558538404176,33373.73246410075,0.0003728560775540641,2682,3010,328,0.891029900332226,0.0016721910182645335,7.490277777777778,0.8338888888888889
Random,1,2,-2219.637671038607,0.43162719633307867,33359.214579659536,0.0007639419404125286,2618,2974,358,0.8802958977807667,0.0016684355990340314,7.498333333333333,0.8130555555555555
Random,1,3,-1969.5212134590981,0.4112078758046195,33351.95997875137,0.0003786444528587656,2641,2949,310,0.8955578162088844,0.0016658559050281635,7.501944444444445,0.8494444444444444
Random,1,4,-2082.8511890002587,0.4453096032628847,33376.294545333825,0.0003707823507601038,2697,3027,331,0.8909811694747275,0.0016702360024080712,7.490833333333334,0.8413888888888889
Random,1,5,-2021.6913457256749,0.4483665039429215,33380.65981375975,0.0007510326699211416,2663,2980,320,0.8936241610738255,0.001670364020456974,7.511111111111111,0.8186111111111111
Random,1,6,-2113.4540033582193,0.4670592565329407,33396.53897187818,0.000736105999263894,2717,3051,335,0.8905276958374303,0.0016711376649456927,7.507777777777778,0.8202777777777778
Random,1,7,-1972.115691681314,0.4424198250728863,33387.42405495179,0.00036443148688046647,2744,3051,308,0.8993772533595542,0.0016680636165094457,7.480833333333333,0.8488888888888889
Random,1,8,-2076.503283107483,0.43998527245949925,33381.544769068256,0.0011045655375552283,2716,3040,326,0.8934210526315789,0.001666572457502803,7.475555555555555,0.8530555555555556
Random,1,9,-1965.5116715503987,0.44994539497633784,33389.19550803474,0.0007280669821623589,2747,3055,307,0.8991816693944353,0.0016707031528413708,7.492222222222222,0.8055555555555556
Random,2,0,-1944.8571954901645,0.42296185489902766,33364.57054425058,0.0,2674,2975,301,0.8988235294117647,0.0016694362420821562,7.525555555555556,0.8283333333333334
Random,2,1,-1950.4963072607754,0.4526478546579049,33374.070003239685,0.0,2587,2895,308,0.8936096718480138,0.0016642783351320152,7.528888888888889,0.8269444444444445
Random,2,2,-2027.360856235657,0.4457121825542878,33384.84961011895,0.000368052999631947,2717,3036,320,0.894927536231884,0.0016764038381451326,7.497777777777777,0.8263888888888888
Random,2,3,-2047.198766724655,0.43054545454545456,33378.06843556178,0.0,2750,3073,323,0.8948909860071591,0.0016723461206614352,7.499444444444444,0.8266666666666667
Random,2,4,-1965.8945459724143,0.40924214417744914,33365.10260173552,0.0,2705,3014,309,0.8974784339747843,0.0016845547506818548,7.472222222222222,0.8513888888888889
Random,2,5,-2158.2034022387684,0.4417598269022719,33393.77879049824,0.0,2773,3115,343,0.8902086677367577,0.0016772920094404577,7.4775,0.8297222222222222
Random,2,6,-2051.602939993212,0.4234785740007202,33382.35980348872,0.0010803024846957148,2777,3099,323,0.8960955146821555,0.00167317948944401,7.446111111111111,0.8613888888888889
Random,2,7,-2168.833517017497,0.46490887941062425,33375.004897499086,0.0015509887553315238,2579,2929,350,0.8805052919085012,0.0016716095156476109,7.4927777777777775,0.8044444444444444
Random,2,8,-1900.2558137965962,0.43639774859287056,33369.507607450476,0.000375234521575985,2665,2957,292,0.9012512681772066,0.001673692620695672,7.523611111111111,0.8186111111111111
Random,2,9,-1992.8663752923087,0.44265232974910396,33389.37472144333,0.0007168458781362007,2790,3104,314,0.898840206185567,0.0016775889234850185,7.486944444444444,0.8275
Random,3,0,-1875.9726803931244,0.4475499092558984,33396.18168808676,0.0014519056261343012,2755,3045,291,0.9047619047619048,0.001671046980643748,7.485555555555556,0.8572222222222222
Random,3,1,-2048.3940241173636,0.474449832152182,33396.01730470566,0.0,2681,3005,324,0.8921797004991681,0.0016770017149004464,7.4775,0.855
Random,3,2,-2022.3302019688736,0.45692599620493357,33378.59257776719,0.0,2635,2954,319,0.8920108327691266,0.0017371705228773258,7.4591666666666665,0.8522222222222222
Random,3,3,-2092.6497994868387,0.44309559939301973,33369.85418725822,0.00037936267071320183,2636,2972,336,0.8869448183041723,0.0016816238672213834,7.4927777777777775,0.8336111111111111
Random,3,4,-2107.3611513534415,0.46022304832713756,33390.188251826956,0.0003717472118959108,2690,3023,333,0.8898445253059875,0.0016669823493834378,7.4944444444444445,0.83
Random,3,5,-2040.7483046195434,0.4459053343350864,33378.358858215346,0.0018782870022539444,2662,2984,323,0.8920911528150134,0.0016715505448195878,7.4622222222222225,0.8425
Random,3,6,-1988.2686250994134,0.42718083114938227,33362.293044273545,0.0011231748408835642,2671,2983,312,0.895407308079115,0.0016717561116416212,7.455555555555556,0.8461111111111111
Random,3,7,-2022.3176285472914,0.4717391304347826,33406.222469113,0.0010869565217391304,2760,3078,318,0.8966861598440545,0.0016735416898478032,7.529166666666667,0.825
Random,3,8,-1876.19346753185,0.4585987261146497,33382.64695118882,0.0007493443237167478,2669,2957,289,0.9026039905309435,0.0016833377578425119,7.524444444444445,0.8241666666666667
Random,3,9,-1987.5759730472976,0.4352627570449353,33369.62542365148,0.0003808073115003808,2626,2940,315,0.8931972789115646,0.0016749333218386807,7.508055555555556,0.8355555555555556
Random,4,0,-2105.8907871765646,0.4347667638483965,33384.855389669036,0.00036443148688046647,2744,3079,335,0.8911984410522897,0.0016792932987704664,7.537222222222222,0.8263888888888888
Random,4,1,-2020.5799024038415,0.43311160384331115,33370.82775272725,0.0003695491500369549,2706,3026,319,0.8942498347653668,0.001671786863072258,7.505833333333333,0.845
Random,4,2,-2015.6452663021632,0.4351289833080425,33375.1057452659,0.0,2636,2949,314,0.8938623262122753,0.0016745256111284509,7.498333333333333,0.8313888888888888
Random,4,3,-2143.1415448932557,0.4176737160120846,33358.791029936205,0.00037764350453172205,2648,2991,345,0.8853226345703779,0.001678961406772335,7.485,0.8438888888888889
Random,4,4,-1867.741713820135,0.42477544910179643,33370.447228875186,0.00037425149700598805,2672,2960,290,0.9027027027027027,0.0016816202340932149,7.505833333333333,0.8488888888888889
Random,4,5,-1913.3692986181625,0.43544857768052514,33387.8085910917,0.0,2742,3036,295,0.9031620553359684,0.001677017877227627,7.512222222222222,0.8241666666666667
Random,4,6,-2008.5526150186342,0.4278719397363465,33369.89251191629,0.0007532956685499058,2655,2969,316,0.8942404850117884,0.0016719564009690657,7.476111111111111,0.8105555555555556
Random,4,7,-2056.5482361298546,0.45090489025798997,33375.256722951926,0.0,2597,2922,327,0.8887748117727584,0.001671972728217952,7.4927777777777775,0.8416666666666667
Random,4,8,-1872.1514422877754,0.40482472672446285,33349.58966077754,0.0,2653,2944,290,0.9011548913043478,0.0016775656582063271,7.487777777777778,0.8427777777777777
Random,4,9,-2240.6374815307245,0.45270518954729483,33395.213358642904,0.000368052999631947,2717,3075,361,0.8835772357723577,0.0016711062328087995,7.506388888888889,0.8338888888888889
Random,5,0,-2107.716569670563,0.4421965317919075,33390.361600528675,0.000722543352601156,2768,3101,333,0.8926152853918091,0.001677285338195765,7.517777777777778,0.8166666666666667
Random,5,1,-2144.4360554757486,0.4217276499434176,33370.903949396765,0.0003772161448509996,2651,2995,343,0.8851419031719533,0.0016701863173188432,7.485833333333333,0.8372222222222222
Random,5,2,-1993.5613586549703,0.4326886613576033,33371.812852927294,0.0003792188092529389,2637,2950,313,0.8938983050847458,0.0016790559958381993,7.560555555555555,0.8072222222222222
Random,5,3,-2080.0657180322264,0.45582255083179296,33386.64178962236,0.0014787430683918669,2705,3033,329,0.891856247939334,0.0016736522423646725,7.4688888888888885,0.8302777777777778
Random,5,4,-2072.8009250141718,0.47560975609756095,33404.3283285524,0.0003695491500369549,2706,3034,328,0.8918918918918919,0.001679039217479941,7.483888888888889,0.7888888888888889
Random,5,5,-1974.5968252246364,0.4672375279225614,33397.20606050176,0.0,2686,2994,310,0.897127588510354,0.0016814641712699085,7.543055555555555,0.7991666666666667
Random,5,6,-1986.178785549306,0.44272445820433437,33356.493159174424,0.0003869969040247678,2584,2898,314,0.8916494133885439,0.001681551319456452,7.4975,0.8294444444444444
Random,5,7,-2085.178417370181,0.4895259095920617,33407.07429074376,0.0003675119441381845,2721,3050,329,0.8921311475409837,0.0016800240830181993,7.4875,0.8425
Random,5,8,-1952.734841644343,0.42697495183044315,33364.051074269184,0.0,2595,2904,307,0.893595041322314,0.0016752676844286425,7.491666666666666,0.8422222222222222
Random,5,9,-2175.843604178645,0.42668136714443217,33384.749737452505,0.000735023888276369,2721,3069,348,0.8866080156402737,0.0016798622527858242,7.4975,0.8483333333333334
Random,6,0,-2183.2680862296015,0.44642857142857145,33383.05601173467,0.0003720238095238095,2688,3039,351,0.8845014807502468,0.001678895321674645,7.499444444444444,0.8266666666666667
Random,6,1,-1905.381567430522,0.43592677345537756,33362.795886926666,0.0007627765064836003,2622,2920,298,0.897945205479452,0.001675333711318672,7.496388888888889,0.8144444444444444
Random,6,2,-1978.1264220436021,0.42890173410404625,33357.55270741554,0.0007707129094412332,2595,2904,310,0.893595041322314,0.0016767372322242912,7.558611111111111,0.8147222222222222
Random,6,3,-1882.5965452195687,0.41231126596980255,33355.99240340861,0.00038714672861014324,2583,2877,295,0.8978102189781022,0.0016723822854045364,7.5475,0.8152777777777778
Random,6,4,-1810.5829924661605,0.4465457352373601,33364.33233170391,0.00038595137012736397,2591,2869,279,0.9031021261763681,0.0016740466445399863,7.476111111111111,0.8402777777777778
Random,6,5,-1898.425131644272,0.43544857768052514,33382.99157308262,0.0,2742,3035,293,0.9034596375617793,0.0016728261673253856,7.4752777777777775,0.8633333333333333
Random,6,6,-2081.463368607089,0.4308609765188222,33374.474241925294,0.0007454342154304882,2683,3014,333,0.8901791639017916,0.001674423867370933,7.5008333333333335,0.8202777777777778
Random,6,7,-1914.1704387734032,0.4633320797292215,33386.21203991891,0.0,2659,2955,297,0.8998307952622674,0.001673734764659053,7.533055555555555,0.8258333333333333
